bar_id	bar_pass	bar_type	bar_type_text	unique_id	node_id	Lon	Lat	Lon_m	Lat_m
1441	0.61	1	Culvert	xy4256032372595353	2911	-72.59535078	42.56032981	1890732.013	2407577.909
1442	0.68	1	Culvert	xy4253832772602459	1094	-72.6024654	42.5383293	1890768.317	2405051.233
1443	0.37	1	Culvert	xy4253836772602430	1093	-72.60243637	42.53836918	1890769.528	2405056.134
1444	0.621	1	Culvert	xy4254989672598430	1892	-72.59842475	42.54990112	1890772.894	2406386.167
1445	0	1	Culvert	xy4253779372602541	2418	-72.60254096	42.53779295	1890776.947	2404991.581
1446	0.646	1	Culvert	xy4256027772594792	2909	-72.59478912	42.56028504	1890777.685	2407584.23
1447	0.653	1	Culvert	xy4256024072594346	2908	-72.59434864	42.56024833	1890813.547	2407589.014
1448	0.627	1	Culvert	xy4272380072936567	3349	-72.93656979	42.72380023	1859323.494	2418573.305
1449	0	1	Culvert	xy4272287272935905	3348	-72.93590006	42.72287497	1859401.272	2418486.035
1450	1	1	Culvert	xy4273013272931286	3334	-72.93128652	42.73013174	1859570.942	2419363.526
1451	0.631	1	Culvert	xy4272007272930530	3346	-72.93052635	42.72007279	1859901.228	2418287.207
1452	0.7	1	Culvert	xy4272923872926526	366	-72.92651991	42.72924344	1859971.466	2419360.445
1453	0.609	1	Culvert	xy4269357272932437	1999	-72.9324333	42.6935777	1860462.228	2415375.614
1454	0.549	1	Culvert	xy4269220472931733	2001	-72.931738	42.69220541	1860554.065	2415240.353
1455	0.647	1	Culvert	xy4270162472927834	3297	-72.92783269	42.70162423	1860609.771	2416338.604
1456	0.623	1	Culvert	xy4272193472906054	1529	-72.90605859	42.72193537	1861784.812	2418968.357
1457	0.767	1	Culvert	xy4269899672904859	1532	-72.9048646	42.699001	1862495.947	2416503.946
1458	0.781	1	Culvert	xy4269057572903713	1530	-72.90371651	42.69057618	1862813.291	2415612.548
1459	0.624	1	Culvert	xy4272974472888620	206	-72.88861814	42.72974421	1862952.861	2420157.166
1460	0.685	1	Culvert	xy4270842772883275	161	-72.88327583	42.70842675	1863948.78	2417949.653
1461	0.945	1	Culvert	xy4262378572909229	2924	-72.90923351	42.6237926	1864172.947	2408259.445
1462	0.938	1	Culvert	xy4262414872908680	2929	-72.90868643	42.6241519	1864206.58	2408309.156
1463	0.927	1	Culvert	xy4262445772907952	2928	-72.90795391	42.6244658	1864256.107	2408357.58
1464	0.927	1	Culvert	xy4262452272907717	2927	-72.90772291	42.62452756	1864272.727	2408368.812
1465	0.906	1	Culvert	xy4262471672907343	2925	-72.90734699	42.62472319	1864297.214	2408397.411
1466	0.595	1	Culvert	xy4266648872893040	675	-72.89304138	42.66648769	1864305.429	2413208.811
1467	0.601	1	Culvert	xy4267602472881255	2280	-72.88125711	42.67602424	1864980.636	2414474.516
1468	0.814	1	Culvert	xy4273121172855232	3191	-72.85523367	42.7312108	1865551.002	2420971.134
1469	0.662	1	Culvert	xy4262472672886409	3222	-72.88640565	42.62472827	1865954.245	2408808.957
1470	0.857	1	Culvert	xy4262646972882477	3190	-72.88247121	42.6264746	1866218.566	2409075.66
1471	0.958	1	Culvert	xy4262793372872375	3027	-72.8723814	42.62793577	1866977.596	2409432.347
1472	0.878	1	Culvert	xy4263168472868869	3026	-72.86887322	42.63169108	1867154.021	2409908.638
1473	0.878	1	Culvert	xy4263175872868721	3025	-72.86872724	42.63176321	1867163.628	2409919.33
1474	0.606	1	Culvert	xy4267338772825798	1862	-72.82580201	42.67338786	1869436.405	2415278.138
1475	0.65	1	Culvert	xy4261807272817929	2463	-72.81793157	42.61807273	1871551.895	2409433.495
1476	0.621	1	Culvert	xy4261697772818116	2958	-72.8181215	42.61698232	1871566.303	2409311.484
1477	0.584	1	Culvert	xy4265387372801407	3462	-72.80140189	42.65387931	1871892.491	2413642.614
1478	0.869	1	Culvert	xy4261752972810301	122	-72.81030672	42.6175306	1872169.845	2409524.88
1479	0.514	1	Culvert	xy4264630872800220	1277	-72.80021509	42.64631223	1872190.768	2412845.307
1480	0.627	1	Culvert	xy4266505472792417	3399	-72.79241148	42.66505995	1872301.309	2415032.284
1481	0.579	1	Culvert	xy4263411272802289	1289	-72.80229405	42.63411879	1872355.727	2411481.893
1482	0.619	1	Culvert	xy4260933072808875	1463	-72.80888012	42.60933788	1872503.981	2408664.381
1483	0.595	1	Culvert	xy4264252672794481	1278	-72.79447552	42.6425314	1872746.867	2412548.347
1484	0.609	1	Culvert	xy4260743572806177	2269	-72.80617521	42.60743504	1872769.423	2408511.295
1485	0.692	1	Culvert	xy4261618972802822	2621	-72.80282253	42.61618909	1872798.257	2409526.842
1486	0.737	1	Culvert	xy4267719472781390	1964	-72.78139423	42.67719429	1872844.327	2416565.312
1487	0.691	1	Culvert	xy4261866572796525	2758	-72.79652296	42.61866523	1873229.794	2409919.561
1488	0.691	1	Culvert	xy4261854472796480	2759	-72.79647546	42.61854571	1873236.782	2409907.535
1489	0.658	1	Culvert	xy4261909772790372	197	-72.79036998	42.61909699	1873704.944	2410087.688
1490	0.644	1	Culvert	xy4261895572790306	196	-72.79030124	42.61895933	1873714.103	2410074.113
1491	0.592	1	Culvert	xy4272440272747296	2800	-72.74727297	42.72439999	1874263.467	2422356.824
1492	0.557	1	Culvert	xy4260063973016997	1475	-73.01699686	42.60064644	1856263.242	2403638.532
1493	0.601	1	Culvert	xy4257937973020809	2726	-73.02080457	42.57938689	1856530.746	2401256.948
1494	0.595	1	Culvert	xy4259089573016160	722	-73.01615475	42.59090065	1856590.826	2402597.33
1495	0.74	1	Culvert	xy4262167373005385	2873	-73.00539041	42.62167476	1856619.11	2406147.258
1496	0.775	1	Culvert	xy4262151873004321	2620	-73.00432205	42.62151794	1856707.881	2406151.112
1497	0.624	1	Culvert	xy4260246573006637	2422	-73.00664304	42.60246865	1857034.308	2404038.563
1498	0.707	1	Culvert	xy4258492873003016	723	-73.00301067	42.58493261	1857791.639	2402206.528
1499	0.667	1	Culvert	xy4260609972993626	1314	-72.99362264	42.60610725	1857967.769	2404687.912
1500	0.688	1	Culvert	xy4260548872992623	1315	-72.99261737	42.60549254	1858063.834	2404640.86
1501	0.616	1	Culvert	xy4262347872978608	1246	-72.97860298	42.62348453	1858690.994	2406867.266
1502	0.779	1	Culvert	xy4261448772979643	2087	-72.97964764	42.61449481	1858849.334	2405871.36
1503	0.653	1	Culvert	xy4261066472979734	3304	-72.97973924	42.61067051	1858944.618	2405454.59
1504	0.592	1	Culvert	xy4268855573056766	1576	-73.05677057	42.68856078	1850764.28	2412403.459
1505	0.637	1	Culvert	xy4266346273045683	1106	-73.04567759	42.66346474	1852312.567	2409896.124
1506	0.573	1	Culvert	xy4269180673030402	1347	-73.03039671	42.69180987	1852763.301	2413269.947
1507	0.818	1	Culvert	xy4267527573035265	2936	-73.03526033	42.67527656	1852820.852	2411381.009
1508	0	1	Culvert	xy4267528473029480	1348	-73.02948477	42.67529221	1853277.303	2411495.325
1509	0.547	1	Culvert	xy4267987473013996	2803	-73.01399556	42.67988266	1854379.64	2412295.599
1510	0.492	1	Culvert	xy4267350573006009	582	-73.00600701	42.67351332	1855182.052	2411760.378
1511	0.59	1	Culvert	xy4267489772995614	3508	-72.9956099	42.67490378	1855967.206	2412114.262
1512	1	1	Culvert	xy4267428572995132	2043	-72.99513876	42.67429028	1856020.908	2412056.895
1513	0.663	1	Culvert	xy4267007672992801	3327	-72.99280711	42.67007937	1856318.164	2411645.527
1514	0.569	1	Culvert	xy4266403572990293	3324	-72.99029395	42.66403523	1856678.926	2411038.796
1515	0.577	1	Culvert	xy4266377672990279	3323	-72.99027984	42.66377596	1856686.99	2411010.94
1516	0.725	1	Culvert	xy4268405972978757	2992	-72.97875632	42.68406707	1857054.572	2413437.747
1517	0	1	Culvert	xy4268552372977541	360	-72.97754047	42.68552347	1857111.677	2413619.525
1518	0.654	1	Culvert	xy4273061672953169	2773	-72.95316696	42.73061628	1857828.885	2418988.143
1519	0.584	1	Culvert	xy4268742372963373	558	-72.96337185	42.68742267	1858181.174	2414102.542
1520	0.577	1	Culvert	xy4268692872963191	557	-72.96319117	42.68692754	1858208.744	2414052.356
1521	0.647	1	Culvert	xy4266443272970163	252	-72.97016106	42.66443219	1858260.913	2411475.376
1522	0.671	1	Culvert	xy4270455272953759	2484	-72.95375969	42.70456038	1858481.312	2416149.814
1523	0.622	1	Culvert	xy4266892072958042	677	-72.95804674	42.66892082	1859098.734	2412199.319
1524	0.534	1	Culvert	xy4272386972938007	3347	-72.93801021	42.72387705	1859207.596	2418553.459
1525	0.608	1	Culvert	xy4259020472978392	3530	-72.97839231	42.59020348	1859600.043	2403260.008
1526	0.793	1	Culvert	xy4257792772978711	3066	-72.97871735	42.57793009	1859903.399	2401921.798
1527	0	1	Culvert	xy4257824772978278	3068	-72.97828309	42.57825445	1859929.097	2401965.496
1528	0.909	1	Culvert	xy4257843072976879	3067	-72.97688524	42.57843546	1860034.957	2402012.497
1529	0.873	1	Culvert	xy4257824572976175	1137	-72.97617569	42.57824488	1860096.266	2402005.704
1530	0.698	1	Culvert	xy4257770272976039	2604	-72.97604377	42.57770343	1860121.236	2401949.531
1531	0.618	1	Culvert	xy4261190372960884	2598	-72.96088032	42.61191013	1860404.321	2405958.143
1532	0.545	1	Culvert	xy4260155272960889	3228	-72.96089221	42.60156025	1860681.101	2404834.879
1533	0.672	1	Culvert	xy4258888872963603	2617	-72.96360082	42.58888832	1860806.645	2403406.829
1534	0.654	1	Culvert	xy4255938372964021	2035	-72.96402682	42.55938579	1861564.491	2400197.095
1535	0.678	1	Culvert	xy4256071172963043	2037	-72.96304616	42.56071148	1861606.609	2400360.162
1536	0.641	1	Culvert	xy4256100372962925	2036	-72.96293133	42.56100536	1861607.821	2400394.302
1537	0.774	1	Culvert	xy4256964372947834	2173	-72.94783469	42.56964338	1862571.826	2401627.429
1538	0.79	1	Culvert	xy4256951572947827	2172	-72.94782766	42.56951506	1862575.828	2401613.644
1539	0.698	1	Culvert	xy4256426572949512	2171	-72.9495174	42.56427273	1862582.733	2401011.685
1540	0.647	1	Culvert	xy4254080272947884	2271	-72.94788297	42.54080236	1863342.385	2398496.923
1541	0.699	1	Culvert	xy4254076172940350	411	-72.94035021	42.54076145	1863940.375	2398640.204
1542	0.625	1	Culvert	xy4261583472911127	3474	-72.91112233	42.615836	1864237.42	2407359.178
1543	0.597	1	Culvert	xy4255862272929738	343	-72.92973449	42.55863052	1864301.378	2400787.373
1544	0.822	1	Culvert	xy4257746472917415	3013	-72.91742079	42.57746844	1864770.36	2403072.916
1545	0.874	1	Culvert	xy4258100772915990	2506	-72.91598866	42.58100732	1864788.628	2403484.981
1546	0	1	Culvert	xy4257859972916498	328	-72.91649719	42.57860754	1864812.876	2403214.631
1547	0.622	1	Culvert	xy4257216272918182	476	-72.91818741	42.57216559	1864852.206	2402482.518
1548	0	1	Culvert	xy4257045672918730	471	-72.91873065	42.57045623	1864855.136	2402286.393
1549	0.604	1	Culvert	xy4257229072918041	475	-72.91804725	42.57229318	1864859.878	2402499.112
1550	0	1	Culvert	xy4257974372915243	2503	-72.91524133	42.57974375	1864881.779	2403362.552
1551	0.583	1	Culvert	xy4257265972917453	474	-72.91745828	42.57266559	1864896.51	2402551.076
1552	0.532	1	Culvert	xy4257283472916933	472	-72.91693733	42.57284216	1864933.021	2402580.457
1553	0.685	1	Culvert	xy4255739372921237	3231	-72.92123441	42.55740027	1865007.783	2400820.666
1554	0.885	1	Culvert	xy4258865772910446	2505	-72.91044561	42.58865662	1865021.862	2404423.679
1555	0.885	1	Culvert	xy4258883272910362	2504	-72.9103673	42.58883342	1865023.308	2404444.398
1556	0.69	1	Culvert	xy4257338472915249	1676	-72.9152442	42.57338582	1865052.495	2402672.67
1557	0.581	1	Culvert	xy4256490772917106	470	-72.91711042	42.56490801	1865132.62	2401716.205
1558	0.689	1	Culvert	xy4256571472907647	3511	-72.90764838	42.56571429	1865860.378	2401989.425
1559	0.556	1	Culvert	xy4261011472891356	230	-72.89135971	42.61012226	1865955.3	2407127.157
1560	0.625	1	Culvert	xy4256523472903545	3041	-72.90354024	42.56523812	1866198.564	2402018.427
1561	0.661	1	Culvert	xy4256401372902064	3040	-72.90206087	42.56401437	1866348.656	2401914.706
1562	0.665	1	Culvert	xy4256354472901052	1303	-72.90105777	42.56354725	1866440.672	2401883.726
1563	0.731	1	Culvert	xy4256669972893611	1626	-72.89361159	42.56669859	1866945.629	2402371.892
1564	0.601	1	Culvert	xy4256662872892642	1144	-72.89264805	42.56663445	1867023.667	2402383.863
1565	0.639	1	Culvert	xy4257837872887160	2745	-72.88716133	42.578378	1867142.087	2403765.737
1566	0.614	1	Culvert	xy4256726872890588	1143	-72.89059069	42.56726795	1867169.557	2402493.014
1567	0.548	1	Culvert	xy4256070972891359	3112	-72.89135999	42.56071667	1867284.953	2401767.128
1568	0.582	1	Culvert	xy4256742772887921	2655	-72.88792264	42.56742687	1867376.583	2402562.679
1569	0.581	1	Culvert	xy4255458772889183	1639	-72.88918869	42.55458922	1867621.864	2401145.004
1570	0.584	1	Culvert	xy4258768972871307	3001	-72.87130438	42.58769753	1868146.652	2405088.415
1571	0	1	Culvert	xy4259155072849799	655	-72.84980063	42.59155	1869745.207	2405929.233
1572	0.688	1	Culvert	xy4256667872836118	1571	-72.83611376	42.56668359	1871499.481	2403501.198
1573	0.721	1	Culvert	xy4256894972827253	1986	-72.82724869	42.56895643	1872140.138	2403922.358
1574	0.624	1	Culvert	xy4256241572816685	1763	-72.81668969	42.5624158	1873152.813	2403420.94
1575	0.622	1	Culvert	xy4258485972807239	2933	-72.80723812	42.58485926	1873295.061	2406041.672
1576	0.664	1	Culvert	xy4258574772805720	2022	-72.80571463	42.58575106	1873391.572	2406168.434
1577	0.884	1	Culvert	xy4256793172809419	1674	-72.80941921	42.56794023	1873579.341	2404163.502
1578	0.7	1	Culvert	xy4258611672797270	3516	-72.79726484	42.58612306	1874050.393	2406375.384
1579	0.913	1	Culvert	xy4257014672802286	24	-72.80228067	42.5701493	1874084.89	2404543.871
1580	0.666	1	Culvert	xy4256176272804087	2276	-72.80409149	42.56176873	1874167.906	2403599.136
1581	0.5	2	Dam	MA_MA00464	1596	-72.70694931	42.57292755	1881556.587	2406728.895
1582	0	2	Dam	MA_MA00463	3266	-72.66695998	42.5387896	1885649.266	2403819.702
1583	0	2	Dam	MA_MA02664	2324	-72.59969958	42.58064401	1889834.329	2409693.644
1584	0	2	Dam	MA_MA02291	1700	-72.62017404	42.64663634	1886417.865	2416440.806
1585	0	2	Dam	MA_MA01326	2323	-72.60461516	42.58345238	1889368.892	2409900.356
1586	0	2	Dam	MA_MA00047	2574	-72.71580144	42.66223318	1878434.593	2416237.56
1587	0.5	2	Dam	MA_MA00460	308	-72.74548785	42.61997954	1877231.827	2411069.144
1588	0	2	Dam	MA_MA00043	3333	-72.93026299	42.73061066	1859638.956	2419435.507
1589	0	2	Dam	MA_MA00222	2483	-72.95376942	42.70455966	1858480.562	2416149.545
1590	0	2	Dam	MA_MA02665	3540	-72.90654474	42.59379891	1865192.417	2405058.146
1591	0	2	Dam	VT_182.01	1309	-72.95006164	42.90192598	1853476.747	2437630.971
1592	0	2	Dam	VT_90.04	2199	-72.66744006	42.77579045	1879172.828	2429504.738
1593	0	2	Dam	MA_MA02290	2499	-72.61565569	42.60536694	1887898.667	2412056.672
1594	0	2	Dam	VT_243.01	588	-72.91414989	42.79355042	1859220.319	2426577.96
1595	0	2	Dam	VT_91.02	964	-72.7435221	42.8150455	1872105.508	2432258.57
1596	0.5	2	Dam	MA_MA00461	1217	-72.73821666	42.60226955	1878286.745	2409292.275
1597	0.3	2	Dam	MA_MA01530	712	-72.72491328	42.66731754	1877576.475	2416608.79
1598	0	2	Dam	VT_191.01	2708	-72.94825473	42.97253197	1851724.488	2445323.488
1599	0	2	Dam	MA_MA01532	1378	-72.71963246	42.67510284	1877782.888	2417557.282
1600	0	2	Dam	MA_MA01268	3024	-72.86842297	42.63209196	1867178.846	2409960.97
1601	0	2	Dam	MA_MA00049	2583	-72.61667458	42.66097643	1886304.101	2418064.765
1602	0.5	2	Dam	MA_MA00853	2653	-72.72934564	42.59135797	1879284.351	2408284.361
1603	0	2	Dam	VT_201.02	2379	-72.96814721	43.06150633	1847772.674	2454584.701
1604	0	2	Dam	MA_MA00044	2863	-72.89416541	42.69982926	1863319.428	2416803.525
1605	0	2	Dam	MA_MA00523	2466	-72.79827401	42.52877206	1875520.178	2400134.734
1606	0	2	Dam	VT_164.02	3078	-72.98142007	42.78497753	1854139.013	2424333.75
1607	0.3	2	Dam	VT_246.04	1443	-72.8842239	42.92048925	1858166.663	2440929.778
1608	0	2	Dam	MA_MA00310	2667	-73.03295112	42.64034376	1853937.94	2407635.155
1609	0	2	Dam	MA_MA00840	2292	-72.93893539	42.72251784	1859170.98	2418387.908
1610	0	2	Dam	MA_MA02666	3178	-72.86890772	42.57202221	1868758.679	2403434.999
1611	0	2	Dam	MA_MA01706	2141	-72.6991306	42.52342119	1883518.776	2401515.197
1612	0	2	Dam	VT_243.06	3433	-72.81848034	42.79956853	1866609.551	2429106.015
1613	0	2	Dam	MA_MA00311	1989	-73.04259947	42.6180943	1853769.253	2405032.319
1614	0	2	Dam	MA_MA02293	1801	-72.89898827	42.69312334	1863118.583	2415981.545
1615	0.6	2	Dam	VT_243.05	3035	-72.80852131	42.81634841	1866942.441	2431121.147
1616	0	2	Dam	MA_MA01261	764	-72.75126535	42.58844334	1877628.547	2407535.007
1617	0	2	Dam	MA_MA00048	2584	-72.61174878	42.65664466	1886811.359	2417692.985
1618	0	2	Dam	MA_MA02885	2705	-72.84733819	42.67121585	1867792.189	2414619.098
1619	0	2	Dam	MA_MA02629	2423	-73.00783862	42.60608314	1856842.844	2404407.446
1620	0	2	Dam	MA_MA01256	2227	-72.82210745	42.54065771	1873311.12	2400953.942
1621	0	2	Dam	MA_MA00465	2169	-72.94151489	42.55165998	1863555.378	2399799.964
1622	0	2	Dam	MA_MA01545	1828	-72.60050805	42.60909816	1888995.127	2412762.166
1623	0	2	Dam	VT_243.04	2003	-72.84324813	42.81257448	1864304.225	2430030.186
1624	0	2	Dam	VT_243.08	3092	-72.83301431	42.74765403	1866862.818	2423190.785
1625	0	2	Dam	VT_61.01	447	-72.88879927	42.96402038	1856635.059	2445560.542
1626	0	2	Dam	VT_253.03	3547	-73.03733958	42.8888389	1846945.875	2434512.186
1627	0.6	2	Dam	VT_164.06	3079	-72.97975963	42.78550409	1854256.02	2424423.271
1628	0	2	Dam	MA_MA01534	3440	-72.67844533	42.66172254	1881401.442	2416921.162
1629	0.3	2	Dam	VT_246.01	265	-72.82034291	42.88383296	1864188.72	2438206.236
1630	0	2	Dam	VT_243.03	539	-72.88038944	42.78861443	1862018.275	2426703.585
1631	0	2	Dam	VT_243.07	1178	-72.87951571	42.75851267	1862897.582	2423455.934
1632	0	2	Dam	VT_195.02	438	-73.06325275	42.82377187	1846639.994	2426949.311
1633	0	2	Dam	VT_253.02	3549	-73.02775032	42.89040186	1847660.283	2434868.141
